,Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
505,200901BS70596,8/31/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.524001,Daylight,Kensington and Chelsea,None,-0.215591,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
506,200901BS70597,10/20/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.518348,Darkness - lights lit,Kensington and Chelsea,None,-0.216388,2,2,Metropolitan Police,Dry,Roundabout,30,0:04,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
507,200901BS70598,10/20/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493004,Darkness - lights lit,Kensington and Chelsea,None,-0.176465,1,2,Metropolitan Police,Dry,Single carriageway,30,19:27,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
508,200901BS70599,10/13/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521375,Daylight,Kensington and Chelsea,None,-0.202576,1,2,Metropolitan Police,Dry,Dual carriageway,40,15:00,Urban,Fine no high winds,Motorcycle over 500cc
509,200901BS70600,9/25/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495301,Daylight,Kensington and Chelsea,None,-0.191212,1,1,Metropolitan Police,Dry,One way street,30,15:45,Urban,Fine no high winds,Car
510,200901BS70601,10/22/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.49999,Darkness - lights lit,Westminster,None,-0.174602,1,2,Metropolitan Police,Dry,Dual carriageway,30,21:05,Urban,Other,Car
511,200901BS70602,10/23/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.522888,Darkness - lights lit,Kensington and Chelsea,None,-0.213328,1,2,Metropolitan Police,Dry,Single carriageway,30,21:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
512,200901BS70603,10/24/2021,Saturday,Auto traffic signal,Crossroads,Slight,51.483071,Daylight,Kensington and Chelsea,None,-0.185359,3,4,Metropolitan Police,Dry,One way street,30,14:15,Urban,Fine no high winds,Car
513,200901BS70604,10/16/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.491,Daylight,Kensington and Chelsea,None,-0.163292,1,2,Metropolitan Police,Dry,Single carriageway,30,11:50,Urban,Fine no high winds,Car
514,200901BS70605,10/23/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.49105,Daylight,Kensington and Chelsea,None,-0.160698,1,1,Metropolitan Police,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
515,200901BS70606,10/21/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.495658,Darkness - lights lit,Kensington and Chelsea,None,-0.173622,1,2,Metropolitan Police,Dry,Dual carriageway,30,20:30,Urban,Fine no high winds,Car
516,200901BS70607,10/16/2021,Friday,Give way or uncontrolled,Private drive or entrance,Slight,51.487369,Daylight,Kensington and Chelsea,None,-0.195848,1,2,Metropolitan Police,Dry,Single carriageway,30,8:25,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
517,200901BS70608,10/4/2021,Sunday,Auto traffic signal,T or staggered junction,Serious,51.507804,Daylight,Kensington and Chelsea,None,-0.20311,1,2,Metropolitan Police,Dry,Dual carriageway,30,16:30,Urban,Fine no high winds,Car
518,200901BS70609,10/13/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493109,Daylight,Kensington and Chelsea,None,-0.183232,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
519,200901BS70610,10/13/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.496515,Daylight,Kensington and Chelsea,None,-0.205859,1,2,Metropolitan Police,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Car
520,200901BS70611,6/5/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522278,Daylight,Kensington and Chelsea,None,-0.202829,1,9,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
521,200901BS70613,10/21/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.489313,Daylight,Kensington and Chelsea,None,-0.181942,1,2,Metropolitan Police,Dry,Single carriageway,30,8:55,Urban,Fine no high winds,Car
522,200901BS70614,10/26/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.489858,Darkness - lights lit,Kensington and Chelsea,None,-0.188115,1,2,Metropolitan Police,Dry,Single carriageway,30,20:35,Urban,Fine no high winds,Car
523,200901BS70615,10/28/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.488958,Daylight,Kensington and Chelsea,None,-0.164959,1,2,Metropolitan Police,Dry,Single carriageway,30,15:43,Urban,Fine no high winds,Car
524,200901BS70616,10/30/2021,Friday,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.494593,Daylight,Kensington and Chelsea,None,-0.168767,2,2,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
525,200901BS70617,10/30/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.497106,Daylight,Kensington and Chelsea,None,-0.19748,1,2,Metropolitan Police,Dry,One way street,30,8:00,Urban,Fine no high winds,Car
526,200901BS70618,11/1/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.499011,Daylight,Kensington and Chelsea,None,-0.198558,2,2,Metropolitan Police,Dry,Single carriageway,30,15:21,Urban,Fine + high winds,Car
527,200901BS70619,10/28/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.506185,Darkness - lights lit,Kensington and Chelsea,None,-0.208938,1,3,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
528,200901BS70620,10/28/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.48885,Darkness - lights lit,Kensington and Chelsea,None,-0.175335,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
529,200901BS70621,10/21/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503127,Daylight,Kensington and Chelsea,None,-0.214822,2,1,Metropolitan Police,Dry,Single carriageway,30,8:20,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
530,200901BS70622,10/28/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499355,Daylight,Kensington and Chelsea,None,-0.197535,1,2,Metropolitan Police,Dry,Single carriageway,30,13:44,Urban,Fine no high winds,Car
531,200901BS70623,10/20/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514609,Daylight,Kensington and Chelsea,None,-0.195348,1,2,Metropolitan Police,Dry,Single carriageway,30,17:15,Urban,Fine no high winds,Car
532,200901BS70624,10/29/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.522162,Daylight,Kensington and Chelsea,None,-0.212924,1,2,Metropolitan Police,Dry,Single carriageway,30,14:55,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
533,200901BS70625,11/1/2021,Sunday,Give way or uncontrolled,Roundabout,Slight,51.497242,Darkness - lights lit,Kensington and Chelsea,None,-0.194593,1,2,Metropolitan Police,Dry,Roundabout,30,18:55,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
534,200901BS70626,10/24/2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.515838,Darkness - lights lit,Kensington and Chelsea,None,-0.2051,1,1,Metropolitan Police,Wet or damp,One way street,30,15:50,Urban,Raining no high winds,Motorcycle over 500cc
535,200901BS70627,11/1/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.488898,Daylight,Kensington and Chelsea,None,-0.190025,1,1,Metropolitan Police,Wet or damp,One way street,30,8:30,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
536,200901BS70628,11/3/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482637,Daylight,Kensington and Chelsea,None,-0.186385,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,7:58,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
537,200901BS70629,10/23/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.511036,Daylight,Kensington and Chelsea,None,-0.19693,1,1,Metropolitan Police,Dry,Single carriageway,30,11:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
538,200901BS70630,11/4/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.494521,Daylight,Kensington and Chelsea,None,-0.158397,1,2,Metropolitan Police,Dry,Single carriageway,30,8:25,Urban,Fine no high winds,Car
539,200901BS70631,11/2/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.503587,Darkness - lights lit,Kensington and Chelsea,None,-0.192037,1,1,Metropolitan Police,Dry,Single carriageway,30,20:53,Urban,Fine no high winds,Car
540,200901BS70633,11/7/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.526246,Daylight,Kensington and Chelsea,None,-0.215359,1,2,Metropolitan Police,Dry,Single carriageway,30,11:34,Urban,Fine no high winds,Motorcycle over 500cc
541,200901BS70634,10/31/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.510993,Darkness - lights lit,Kensington and Chelsea,None,-0.199958,1,1,Metropolitan Police,Dry,Single carriageway,30,20:45,Urban,Fine no high winds,Car
542,200901BS70635,10/28/2021,Wednesday,Auto traffic signal,Roundabout,Slight,51.514915,Darkness - lights lit,Hammersmith and Fulham,None,-0.221279,1,3,Metropolitan Police,Dry,Dual carriageway,50,17:25,Urban,Fine no high winds,Car
543,200901BS70636,11/5/2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.48342,Darkness - lights lit,Kensington and Chelsea,None,-0.167342,1,1,Metropolitan Police,Dry,Single carriageway,30,22:10,Urban,Fine no high winds,Car
544,200901BS70637,10/31/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.480545,Darkness - lights lit,Kensington and Chelsea,None,-0.184883,1,2,Metropolitan Police,Dry,Single carriageway,30,4:50,Urban,Fine no high winds,Car
545,200901BS70638,10/23/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497316,Darkness - lights lit,Kensington and Chelsea,None,-0.164623,1,1,Metropolitan Police,Dry,Single carriageway,30,0:05,Urban,Fine no high winds,Car
546,200901BS70639,10/31/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.49472,Darkness - lights lit,Kensington and Chelsea,None,-0.182736,1,2,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,Car
547,200901BS70640,11/6/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.508884,Daylight,Kensington and Chelsea,None,-0.197303,1,1,Metropolitan Police,Dry,Dual carriageway,30,12:20,Urban,Fine no high winds,Car
548,200901BS70641,11/6/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.492277,Darkness - lights lit,Kensington and Chelsea,None,-0.193349,1,1,Metropolitan Police,Dry,One way street,30,6:33,Urban,Fine no high winds,Motorcycle 125cc and under
549,200901BS70642,11/5/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.495117,Darkness - lights lit,Kensington and Chelsea,None,-0.1735,1,2,Metropolitan Police,Dry,Single carriageway,30,17:49,Urban,Fine no high winds,Car
550,200901BS70643,10/28/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.497911,Daylight,Kensington and Chelsea,None,-0.179727,1,2,Metropolitan Police,Dry,Single carriageway,30,7:10,Urban,Fine no high winds,Car
551,200901BS70644,11/6/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.481993,Darkness - lights lit,Kensington and Chelsea,None,-0.17388,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:47,Urban,Raining no high winds,Car
552,200901BS70645,10/31/2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.517478,Daylight,Kensington and Chelsea,None,-0.206477,1,1,Metropolitan Police,Dry,One way street,30,15:20,Urban,Fine no high winds,Car
553,200901BS70646,10/24/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.502379,Daylight,Kensington and Chelsea,None,-0.20707,1,1,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
554,200901BS70647,11/6/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.50186,Darkness - lights lit,Kensington and Chelsea,None,-0.185045,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:24,Urban,Raining no high winds,Car
555,200901BS70648,11/10/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.492839,Daylight,Kensington and Chelsea,None,-0.200674,1,1,Metropolitan Police,Dry,One way street,30,13:02,Urban,Fine no high winds,Car
556,200901BS70649,11/5/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.515991,Darkness - lights lit,Kensington and Chelsea,None,-0.203365,1,4,Metropolitan Police,Wet or damp,Single carriageway,30,23:49,Urban,Fine no high winds,Car
557,200901BS70650,11/6/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.487281,Daylight,Kensington and Chelsea,None,-0.195995,1,2,Metropolitan Police,Dry,Single carriageway,30,7:30,Urban,Fine no high winds,Car
558,200901BS70651,11/3/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.494377,Daylight,Kensington and Chelsea,None,-0.195427,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,8:30,Urban,Raining no high winds,Car
559,200901BS70653,11/11/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.492747,Darkness - lights lit,Kensington and Chelsea,None,-0.200533,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,23:00,Urban,Raining + high winds,Motorcycle over 500cc
560,200901BS70654,11/12/2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.49296,Darkness - lights lit,Kensington and Chelsea,None,-0.167824,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,17:10,Urban,Raining no high winds,Car
561,200901BS70655,11/11/2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.495662,Daylight,Kensington and Chelsea,None,-0.17391,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,9:54,Urban,Fine no high winds,Car
562,200901BS70657,10/31/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517809,Darkness - lights lit,Kensington and Chelsea,None,-0.2105,1,1,Metropolitan Police,Dry,Single carriageway,40,3:00,Urban,Fine no high winds,Car
563,200901BS70658,11/13/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.485617,Daylight,Kensington and Chelsea,None,-0.181369,1,2,Metropolitan Police,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
564,200901BS70659,11/15/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.496779,Darkness - lights lit,Kensington and Chelsea,None,-0.159026,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,23:07,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
565,200901BS70660,11/15/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.497451,Darkness - lights lit,Kensington and Chelsea,None,-0.167499,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
566,200901BS70661,11/12/2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.486398,Darkness - lights lit,Kensington and Chelsea,None,-0.150802,1,2,Metropolitan Police,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car
567,200901BS70663,11/12/2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.496752,Daylight,Kensington and Chelsea,None,-0.168824,1,2,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Car
568,200901BS70665,11/17/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.515582,Daylight,Kensington and Chelsea,None,-0.205975,1,2,Metropolitan Police,Dry,Roundabout,30,8:55,Urban,Fine no high winds,Car
569,200901BS70666,11/16/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491834,Daylight,Kensington and Chelsea,None,-0.159081,1,1,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
570,200901BS70667,11/11/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.485093,Daylight,Kensington and Chelsea,None,-0.182398,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
571,200901BS70668,11/23/2021,Monday,Auto traffic signal,Crossroads,Slight,51.494902,Darkness - lights lit,Kensington and Chelsea,None,-0.182872,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,2:50,Urban,Raining no high winds,Car
572,200901BS70669,11/19/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.493377,Daylight,Kensington and Chelsea,None,-0.194746,1,2,Metropolitan Police,Dry,One way street,30,9:25,Urban,Fine no high winds,Car
573,200901BS70670,11/19/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.523769,Darkness - lights lit,Kensington and Chelsea,None,-0.20623,1,1,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Agricultural vehicle
574,200901BS70671,11/7/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.498412,Darkness - lights lit,Kensington and Chelsea,None,-0.165732,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,23:35,Urban,Raining no high winds,Motorcycle over 500cc
575,200901BS70672,11/17/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.515799,Daylight,Hammersmith and Fulham,None,-0.220235,1,2,Metropolitan Police,Dry,Roundabout,50,5:40,Urban,Fine no high winds,Car
576,200901BS70673,11/5/2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.506544,Daylight,Kensington and Chelsea,None,-0.214832,1,2,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
577,200901BS70674,11/16/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507047,Daylight,Kensington and Chelsea,None,-0.194782,1,1,Metropolitan Police,Dry,Single carriageway,30,9:50,Urban,Fine no high winds,Car
578,200901BS70675,11/25/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.48106,Daylight,Kensington and Chelsea,None,-0.183279,1,2,Metropolitan Police,Dry,Single carriageway,30,15:10,Urban,Fine no high winds,Car
579,200901BS70676,11/12/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.494907,Darkness - lights lit,Kensington and Chelsea,None,-0.18316,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:35,Urban,Raining no high winds,Car
580,200901BS70677,11/28/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.519267,Darkness - lights lit,Kensington and Chelsea,None,-0.21765,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:00,Urban,Raining no high winds,Car
581,200901BS70678,11/28/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.4971,Darkness - lights lit,Kensington and Chelsea,None,-0.16809,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:40,Urban,Raining no high winds,Car
582,200901BS70681,11/30/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517353,Daylight,Kensington and Chelsea,None,-0.210085,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:45,Urban,Raining no high winds,Car
583,200901BS70682,12/1/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.498244,Daylight,Kensington and Chelsea,None,-0.201325,1,2,Metropolitan Police,Dry,Single carriageway,30,8:11,Urban,Fine no high winds,Car
584,200901BS70683,12/1/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.492499,Daylight,Kensington and Chelsea,None,-0.178646,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,7:57,Urban,Fine no high winds,Car
585,200901BS70684,12/1/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.495084,Daylight,Kensington and Chelsea,None,-0.183009,1,1,Metropolitan Police,Dry,Single carriageway,30,13:31,Urban,Fine no high winds,Car
586,200901BS70687,10/2/2021,Friday,Auto traffic signal,Crossroads,Slight,51.484276,Daylight,Kensington and Chelsea,None,-0.176093,1,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car
587,200901BS70688,10/2/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.488956,Daylight,Kensington and Chelsea,None,-0.164815,1,1,Metropolitan Police,Dry,Single carriageway,30,11:07,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
588,200901BS70689,12/1/2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.510031,Daylight,Kensington and Chelsea,None,-0.207634,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,7:33,Urban,Fine no high winds,Car
589,200901BS70690,12/3/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.521825,Daylight,Kensington and Chelsea,None,-0.208469,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,6:43,Urban,Raining no high winds,Car
590,200901BS70691,11/26/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.486561,Daylight,Kensington and Chelsea,None,-0.190118,1,1,Metropolitan Police,Dry,Single carriageway,30,8:50,Urban,Fine no high winds,Car
591,200901BS70692,12/4/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518624,Daylight,Kensington and Chelsea,None,-0.2109,1,2,Metropolitan Police,Dry,Single carriageway,30,15:45,Urban,Fine no high winds,Car
592,200901BS70693,12/2/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.514948,Daylight,Kensington and Chelsea,None,-0.21753,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:11,Urban,Fine no high winds,Car
593,200901BS70694,12/3/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.510443,Daylight,Kensington and Chelsea,None,-0.205168,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:18,Urban,Fine no high winds,Car
594,200901BS70695,11/28/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.495537,Darkness - lights lit,Kensington and Chelsea,None,-0.17161,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:55,Urban,Raining no high winds,Car
595,200901BS70697,12/7/2021,Monday,Auto traffic signal,Crossroads,Slight,51.482258,Daylight,Kensington and Chelsea,None,-0.173582,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:40,Urban,Fine no high winds,Car
596,200901BS70698,11/29/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.498924,Darkness - lights lit,Kensington and Chelsea,None,-0.198705,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,2:50,Urban,Fine no high winds,Car
597,200901BS70700,12/4/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.517252,Darkness - lights lit,Kensington and Chelsea,None,-0.203459,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:10,Urban,Raining no high winds,Car
598,200901BS70701,12/7/2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.500819,Darkness - lights lit,Kensington and Chelsea,None,-0.193299,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,18:52,Urban,Fine no high winds,Car
599,200901BS70702,12/7/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.50003,Daylight,Kensington and Chelsea,None,-0.159904,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:46,Urban,Raining no high winds,Motorcycle 50cc and under
600,200901BS70703,12/8/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.480177,Darkness - lights lit,Kensington and Chelsea,None,-0.178561,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,21:23,Urban,Raining no high winds,Car
601,200901BS70704,12/5/2021,Saturday,Auto traffic signal,T or staggered junction,Fetal,51.501205,Darkness - lights lit,Kensington and Chelsea,None,-0.160289,1,1,Metropolitan Police,Dry,Single carriageway,30,21:00,Urban,Fine no high winds,Car
602,200901BS70705,11/30/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.498091,Daylight,Kensington and Chelsea,None,-0.17972,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:40,Urban,Raining no high winds,Car
603,200901BS70706,12/11/2021,Friday,Give way or uncontrolled,Slip road,Fetal,51.515841,Darkness - lights lit,Kensington and Chelsea,None,-0.217063,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:45,Urban,Fine no high winds,Car
604,200901BS70707,12/13/2021,Sunday,Give way or uncontrolled,Roundabout,Fetal,51.506961,Darkness - lights lit,Kensington and Chelsea,None,-0.212654,1,1,Metropolitan Police,Wet or damp,Roundabout,30,16:30,Urban,Raining no high winds,Car
605,200901BS70708,12/5/2021,Saturday,Auto traffic signal,Crossroads,Fetal,51.481575,Darkness - lights lit,Kensington and Chelsea,None,-0.181674,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,22:20,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
606,200901BS70709,12/11/2021,Friday,Auto traffic signal,Crossroads,Fetal,51.484044,Darkness - lights lit,Kensington and Chelsea,None,-0.184312,1,2,Metropolitan Police,Dry,Single carriageway,30,21:35,Urban,Fine no high winds,Motorcycle 50cc and under
607,200901BS70710,12/4/2021,Friday,Give way or uncontrolled,T or staggered junction,Fetal,51.486491,Darkness - lights lit,Kensington and Chelsea,None,-0.17975,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:40,Urban,Raining no high winds,Car
608,200901BS70711,12/9/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Fetal,51.506353,Daylight,Kensington and Chelsea,None,-0.208211,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Motorcycle over 500cc
609,200901BS70712,12/10/2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.481318,Darkness - lights lit,Kensington and Chelsea,None,-0.182548,1,2,Metropolitan Police,Dry,Single carriageway,30,22:15,Urban,Fine no high winds,Car
610,200901BS70713,12/10/2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.495501,Daylight,Kensington and Chelsea,None,-0.175069,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
611,200901BS70714,12/12/2021,Saturday,Give way or uncontrolled,Crossroads,Fetal,51.519986,Darkness - lights lit,Kensington and Chelsea,None,-0.211712,1,2,Metropolitan Police,Dry,Single carriageway,30,22:25,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
612,200901BS70716,12/8/2021,Tuesday,Give way or uncontrolled,Crossroads,Fetal,51.513262,Darkness - lights lit,Kensington and Chelsea,None,-0.207219,1,2,Metropolitan Police,Dry,Single carriageway,30,21:22,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
613,200901BS70717,12/3/2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.485639,Darkness - lights lit,Kensington and Chelsea,None,-0.177047,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
614,200901BS70718,12/14/2021,Monday,Give way or uncontrolled,T or staggered junction,Fetal,51.490991,Darkness - lights lit,Kensington and Chelsea,None,-0.197433,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:20,Urban,Raining no high winds,Motorcycle over 500cc
615,200901BS70719,12/17/2021,Thursday,Auto traffic signal,Crossroads,Fatal,51.489529,Daylight,Kensington and Chelsea,None,-0.190144,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:00,Urban,Other,Car
